Freq.	V(n009)
3.08318795024910e+00	(-4.09166371505892e+02dB,-1.12317415948455e+00°)
3.09029543251334e+00	(-4.09086375428013e+02dB,-1.12580613881069e+00°)
3.09741929921633e+00	(-4.09006379352684e+02dB,-1.12844408404800e+00°)
3.10455958812810e+00	(-4.08926383293346e+02dB,-1.13108801012430e+00°)
3.11171633710577e+00	(-4.08846387262761e+02dB,-1.13373793297911e+00°)
3.11888958409368e+00	(-4.08766391246800e+02dB,-1.13639386507711e+00°)
3.12607936712370e+00	(-4.08686395242212e+02dB,-1.13905581853262e+00°)
3.13328572431533e+00	(-4.08606399266027e+02dB,-1.14172381163971e+00°)
3.14050869387596e+00	(-4.08526403303254e+02dB,-1.14439785509641e+00°)
3.14774831410106e+00	(-4.08446407356646e+02dB,-1.14707796530993e+00°)
3.15500462337437e+00	(-4.08366411441108e+02dB,-1.14976415613926e+00°)
3.16227766016812e+00	(-4.08286415538464e+02dB,-1.15245644070553e+00°)
3.16956746304323e+00	(-4.08206419651438e+02dB,-1.15515483333335e+00°)
3.17687407064951e+00	(-4.08126423787319e+02dB,-1.15785935017222e+00°)
3.18419752172586e+00	(-4.08046427935485e+02dB,-1.16057000228469e+00°)
3.19153785510050e+00	(-4.07966432107059e+02dB,-1.16328680730032e+00°)
3.19889510969114e+00	(-4.07886436303444e+02dB,-1.16600977699110e+00°)
3.20626932450520e+00	(-4.07806440510519e+02dB,-1.16873892738192e+00°)
3.21366053864005e+00	(-4.07726444733683e+02dB,-1.17147427211850e+00°)
3.22106879128317e+00	(-4.07646448985915e+02dB,-1.17421582640044e+00°)
3.22849412171237e+00	(-4.07566453252983e+02dB,-1.17696360546155e+00°)
3.23593656929602e+00	(-4.07486457541400e+02dB,-1.17971762180349e+00°)
3.24339617349323e+00	(-4.07406461851903e+02dB,-1.18247789140494e+00°)
3.25087297385408e+00	(-4.07326466173891e+02dB,-1.18524442817584e+00°)
3.25836701001982e+00	(-4.07246470532835e+02dB,-1.18801724891771e+00°)
3.26587832172309e+00	(-4.07166474897261e+02dB,-1.19079636470950e+00°)
3.27340694878811e+00	(-4.07086479285615e+02dB,-1.19358179261060e+00°)
3.28095293113092e+00	(-4.07006483696042e+02dB,-1.19637354649371e+00°)
3.28851630875956e+00	(-4.06926488120168e+02dB,-1.19917164221358e+00°)
3.29609712177431e+00	(-4.06846492568543e+02dB,-1.20197609347652e+00°)
3.30369541036788e+00	(-4.06766497052027e+02dB,-1.20478691773062e+00°)
3.31131121482564e+00	(-4.06686501534316e+02dB,-1.20760412418330e+00°)
3.31894457552583e+00	(-4.06606506044831e+02dB,-1.21042773207773e+00°)
3.32659553293977e+00	(-4.06526510578915e+02dB,-1.21325775717465e+00°)
3.33426412763207e+00	(-4.06446515132100e+02dB,-1.21609421197953e+00°)
3.34195040026087e+00	(-4.06366519709343e+02dB,-1.21893711233022e+00°)
3.34965439157800e+00	(-4.06286524299372e+02dB,-1.22178647375873e+00°)
3.35737614242927e+00	(-4.06206528921414e+02dB,-1.22464231069781e+00°)
3.36511569375463e+00	(-4.06126533556809e+02dB,-1.22750463876924e+00°)
3.37287308658841e+00	(-4.06046538215477e+02dB,-1.23037347209142e+00°)
3.38064836205953e+00	(-4.05966542893696e+02dB,-1.23324882732154e+00°)
3.38844156139174e+00	(-4.05886547594475e+02dB,-1.23613071845383e+00°)
3.39625272590380e+00	(-4.05806552319677e+02dB,-1.23901916206847e+00°)
3.40408189700972e+00	(-4.05726557062496e+02dB,-1.24191417256167e+00°)
3.41192911621900e+00	(-4.05646561832500e+02dB,-1.24481576605921e+00°)
3.41979442513680e+00	(-4.05566566623696e+02dB,-1.24772395673125e+00°)
3.42767786546422e+00	(-4.05486571434069e+02dB,-1.25063875933223e+00°)
3.43557947899846e+00	(-4.05406576266137e+02dB,-1.25356019276208e+00°)
3.44349930763310e+00	(-4.05326581129662e+02dB,-1.25648826948574e+00°)
3.45143739335827e+00	(-4.05246586006407e+02dB,-1.25942300520760e+00°)
3.45939377826093e+00	(-4.05166590902341e+02dB,-1.26236441648399e+00°)
3.46736850452503e+00	(-4.05086595832093e+02dB,-1.26531251888502e+00°)
3.47536161443177e+00	(-4.05006600779553e+02dB,-1.26826732722661e+00°)
3.48337315035983e+00	(-4.04926605748890e+02dB,-1.27122885776735e+00°)
3.49140315478557e+00	(-4.04846610737396e+02dB,-1.27419712483263e+00°)
3.49945167028328e+00	(-4.04766615755737e+02dB,-1.27717214679167e+00°)
3.50751873952538e+00	(-4.04686620789588e+02dB,-1.28015393664332e+00°)
3.51560440528268e+00	(-4.04606625848753e+02dB,-1.28314251197366e+00°)
3.52370871042457e+00	(-4.04526630940762e+02dB,-1.28613788886277e+00°)
3.53183169791927e+00	(-4.04446636046062e+02dB,-1.28914008133778e+00°)
3.53997341083405e+00	(-4.04366641177279e+02dB,-1.29214910601911e+00°)
3.54813389233545e+00	(-4.04286646339563e+02dB,-1.29516498009937e+00°)
3.55631318568955e+00	(-4.04206651518013e+02dB,-1.29818771910557e+00°)
3.56451133426214e+00	(-4.04126656721576e+02dB,-1.30121733714266e+00°)
3.57272838151899e+00	(-4.04046661944864e+02dB,-1.30425385305723e+00°)
3.58096437102606e+00	(-4.03966667202356e+02dB,-1.30729728048331e+00°)
3.58921934644975e+00	(-4.03886672473606e+02dB,-1.31034763634136e+00°)
3.59749335155712e+00	(-4.03806677774395e+02dB,-1.31340493799847e+00°)
3.60578643021612e+00	(-4.03726683100142e+02dB,-1.31646920087778e+00°)
3.61409862639583e+00	(-4.03646688450605e+02dB,-1.31954044013313e+00°)
3.62242998416668e+00	(-4.03566693826100e+02dB,-1.32261867331917e+00°)
3.63078054770070e+00	(-4.03486699223894e+02dB,-1.32570391689905e+00°)
3.63915036127176e+00	(-4.03406704649143e+02dB,-1.32879618514007e+00°)
3.64753946925577e+00	(-4.03326710094774e+02dB,-1.33189549744835e+00°)
3.65594791613094e+00	(-4.03246715570814e+02dB,-1.33500186768867e+00°)
3.66437574647802e+00	(-4.03166721072201e+02dB,-1.33811531464345e+00°)
3.67282300498053e+00	(-4.03086726593872e+02dB,-1.34123585308319e+00°)
3.68128973642500e+00	(-4.03006732143195e+02dB,-1.34436349965945e+00°)
3.68977598570119e+00	(-4.02926737714492e+02dB,-1.34749826993517e+00°)
3.69828179780235e+00	(-4.02846743321302e+02dB,-1.35064018424032e+00°)
3.70680721782544e+00	(-4.02766748946115e+02dB,-1.35378925559705e+00°)
3.71535229097141e+00	(-4.02686754599358e+02dB,-1.35694550184514e+00°)
3.72391706254537e+00	(-4.02606760282913e+02dB,-1.36010894008562e+00°)
3.73250157795689e+00	(-4.02526765989269e+02dB,-1.36327958661109e+00°)
3.74110588272021e+00	(-4.02446771717197e+02dB,-1.36645745754725e+00°)
3.74973002245451e+00	(-4.02366777477609e+02dB,-1.36964257144257e+00°)
3.75837404288412e+00	(-4.02286783264492e+02dB,-1.37283494404067e+00°)
3.76703798983876e+00	(-4.02206789072433e+02dB,-1.37603459223828e+00°)
3.77572190925383e+00	(-4.02126794913180e+02dB,-1.37924153346136e+00°)
3.78442584717061e+00	(-4.02046800774863e+02dB,-1.38245578375911e+00°)
3.79314984973649e+00	(-4.01966806667260e+02dB,-1.38567736172965e+00°)
3.80189396320528e+00	(-4.01886812590324e+02dB,-1.38890628327695e+00°)
3.81065823393740e+00	(-4.01806818535075e+02dB,-1.39214256436061e+00°)
3.81944270840014e+00	(-4.01726824506762e+02dB,-1.39538622469424e+00°)
3.82824743316790e+00	(-4.01646830516267e+02dB,-1.39863728015923e+00°)
3.83707245492246e+00	(-4.01566836543785e+02dB,-1.40189574960437e+00°)
3.84591782045320e+00	(-4.01486842605176e+02dB,-1.40516164684081e+00°)
3.85478357665738e+00	(-4.01406848693676e+02dB,-1.40843499238741e+00°)
3.86366977054036e+00	(-4.01326854807360e+02dB,-1.41171580076765e+00°)
3.87257644921584e+00	(-4.01246860943120e+02dB,-1.41500409049482e+00°)
3.88150365990615e+00	(-4.01166867114755e+02dB,-1.41829988032442e+00°)
3.89045144994247e+00	(-4.01086873314929e+02dB,-1.42160318646411e+00°)
3.89941986676510e+00	(-4.01006879544793e+02dB,-1.42491402869491e+00°)
3.90840895792368e+00	(-4.00926885792513e+02dB,-1.42823241784142e+00°)
3.91741877107749e+00	(-4.00846892083549e+02dB,-1.43155838052916e+00°)
3.92644935399566e+00	(-4.00766898394290e+02dB,-1.43489192701703e+00°)
3.93550075455743e+00	(-4.00686904739315e+02dB,-1.43823308055902e+00°)
3.94457302075244e+00	(-4.00606911110432e+02dB,-1.44158185353618e+00°)
3.95366620068093e+00	(-4.00526917513796e+02dB,-1.44493826766320e+00°)
3.96278034255405e+00	(-4.00446923946421e+02dB,-1.44830234011647e+00°)
3.97191549469406e+00	(-4.00366930402863e+02dB,-1.45167408749756e+00°)
3.98107170553462e+00	(-4.00286936896147e+02dB,-1.45505352607331e+00°)
3.99024902362107e+00	(-4.00206943417485e+02dB,-1.45844067816012e+00°)
3.99944749761062e+00	(-4.00126949968968e+02dB,-1.46183555878417e+00°)
4.00866717627268e+00	(-4.00046956543977e+02dB,-1.46523818581146e+00°)
4.01790810848905e+00	(-3.99966963158722e+02dB,-1.46864857962424e+00°)
4.02717034325424e+00	(-3.99886969799514e+02dB,-1.47206675626670e+00°)
4.03645392967570e+00	(-3.99806976476400e+02dB,-1.47549273281668e+00°)
4.04575891697407e+00	(-3.99726983176821e+02dB,-1.47892652883547e+00°)
4.05508535448348e+00	(-3.99646989909937e+02dB,-1.48236816339674e+00°)
4.06443329165177e+00	(-3.99566996677109e+02dB,-1.48581765488295e+00°)
4.07380277804077e+00	(-3.99487003478035e+02dB,-1.48927501845842e+00°)
4.08319386332656e+00	(-3.99407010303582e+02dB,-1.49274027540297e+00°)
4.09260659729975e+00	(-3.99327017162536e+02dB,-1.49621344218109e+00°)
4.10204102986571e+00	(-3.99247024053228e+02dB,-1.49969453880976e+00°)
4.11149721104486e+00	(-3.99167030977295e+02dB,-1.50318358284372e+00°)
4.12097519097294e+00	(-3.99087037934991e+02dB,-1.50668059307779e+00°)
4.13047501990125e+00	(-3.99007044920914e+02dB,-1.51018558688860e+00°)
4.13999674819694e+00	(-3.98927051941985e+02dB,-1.51369858512335e+00°)
4.14954042634326e+00	(-3.98847058993136e+02dB,-1.51721960498984e+00°)
4.15910610493985e+00	(-3.98767066072859e+02dB,-1.52074866303586e+00°)
4.16869383470299e+00	(-3.98687073195598e+02dB,-1.52428578251992e+00°)
4.17830366646585e+00	(-3.98607080341812e+02dB,-1.52783097732017e+00°)
4.18793565117881e+00	(-3.98527087523431e+02dB,-1.53138426958819e+00°)
4.19758983990970e+00	(-3.98447094741210e+02dB,-1.53494567701941e+00°)
4.20726628384407e+00	(-3.98367101992589e+02dB,-1.53851522071924e+00°)
4.21696503428545e+00	(-3.98287109277059e+02dB,-1.54209291574952e+00°)
4.22668614265566e+00	(-3.98207116594371e+02dB,-1.54567878388168e+00°)
4.23642966049504e+00	(-3.98127123940552e+02dB,-1.54927284117875e+00°)
4.24619563946275e+00	(-3.98047131324202e+02dB,-1.55287510954216e+00°)
4.25598413133705e+00	(-3.97967138742306e+02dB,-1.55648560646786e+00°)
4.26579518801555e+00	(-3.97887146198744e+02dB,-1.56010435310984e+00°)
4.27562886151548e+00	(-3.97807153682892e+02dB,-1.56373136467134e+00°)
4.28548520397401e+00	(-3.97727161200864e+02dB,-1.56736666469984e+00°)
4.29536426764849e+00	(-3.97647168760511e+02dB,-1.57101027045685e+00°)
4.30526610491672e+00	(-3.97567176352847e+02dB,-1.57466220171495e+00°)
4.31519076827727e+00	(-3.97487183976400e+02dB,-1.57832247554319e+00°)
4.32513831034970e+00	(-3.97407191639505e+02dB,-1.58199111428315e+00°)
4.33510878387490e+00	(-3.97327199335763e+02dB,-1.58566813599015e+00°)
4.34510224171533e+00	(-3.97247207069702e+02dB,-1.58935356093622e+00°)
4.35511873685530e+00	(-3.97167214832704e+02dB,-1.59304740689681e+00°)
4.36515832240127e+00	(-3.97087222637999e+02dB,-1.59674969566507e+00°)
4.37522105158213e+00	(-3.97007230478810e+02dB,-1.60046044628553e+00°)
4.38530697774946e+00	(-3.96927238355233e+02dB,-1.60417967720404e+00°)
4.39541615437785e+00	(-3.96847246268661e+02dB,-1.60790740821765e+00°)
4.40554863506514e+00	(-3.96767254216613e+02dB,-1.61164366071886e+00°)
4.41570447353273e+00	(-3.96687262200915e+02dB,-1.61538845293514e+00°)
4.42588372362587e+00	(-3.96607270230129e+02dB,-1.61914180566048e+00°)
4.43608643931393e+00	(-3.96527278286102e+02dB,-1.62290373796730e+00°)
4.44631267469069e+00	(-3.96447286379388e+02dB,-1.62667426905646e+00°)
4.45656248397463e+00	(-3.96367294517375e+02dB,-1.63045342093883e+00°)
4.46683592150923e+00	(-3.96287302685046e+02dB,-1.63424121170392e+00°)
4.47713304176322e+00	(-3.96207310893203e+02dB,-1.63803766463457e+00°)
4.48745389933092e+00	(-3.96127319147770e+02dB,-1.64184279509113e+00°)
4.49779854893247e+00	(-3.96047327425611e+02dB,-1.64565662562907e+00°)
4.50816704541420e+00	(-3.95967335748345e+02dB,-1.64947917701283e+00°)
4.51855944374882e+00	(-3.95887344109716e+02dB,-1.65331046857899e+00°)
4.52897579903580e+00	(-3.95807352511739e+02dB,-1.65715052139645e+00°)
4.53941616650162e+00	(-3.95727360944520e+02dB,-1.66099935477982e+00°)
4.54988060150008e+00	(-3.95647369424447e+02dB,-1.66485698976419e+00°)
4.56036915951255e+00	(-3.95567377938410e+02dB,-1.66872344618867e+00°)
4.57088189614834e+00	(-3.95487386498662e+02dB,-1.67259874755680e+00°)
4.58141886714492e+00	(-3.95407395099608e+02dB,-1.67648290874051e+00°)
4.59198012836827e+00	(-3.95327403732187e+02dB,-1.68037595439210e+00°)
4.60256573581314e+00	(-3.95247412405466e+02dB,-1.68427790439431e+00°)
4.61317574560338e+00	(-3.95167421125702e+02dB,-1.68818877841648e+00°)
4.62381021399218e+00	(-3.95087429881206e+02dB,-1.69210859815891e+00°)
4.63446919736246e+00	(-3.95007438678143e+02dB,-1.69603738371635e+00°)
4.64515275222707e+00	(-3.94927447512385e+02dB,-1.69997515727900e+00°)
4.65586093522917e+00	(-3.94847456398211e+02dB,-1.70392193934322e+00°)
4.66659380314246e+00	(-3.94767465313188e+02dB,-1.70787774692345e+00°)
4.67735141287156e+00	(-3.94687474269793e+02dB,-1.71184260430545e+00°)
4.68813382145223e+00	(-3.94607483266607e+02dB,-1.71581653310092e+00°)
4.69894108605173e+00	(-3.94527492307246e+02dB,-1.71979955319040e+00°)
4.70977326396910e+00	(-3.94447501391854e+02dB,-1.72379168689649e+00°)
4.72063041263548e+00	(-3.94367510523703e+02dB,-1.72779295439363e+00°)
4.73151258961437e+00	(-3.94287519686467e+02dB,-1.73180337552486e+00°)
4.74241985260201e+00	(-3.94207528900072e+02dB,-1.73582297392258e+00°)
4.75335225942762e+00	(-3.94127538154380e+02dB,-1.73985177064046e+00°)
4.76430986805372e+00	(-3.94047547447634e+02dB,-1.74388978551594e+00°)
4.77529273657647e+00	(-3.93967556783889e+02dB,-1.74793703874902e+00°)
4.78630092322595e+00	(-3.93887566173249e+02dB,-1.75199355521546e+00°)
4.79733448636645e+00	(-3.93807575596723e+02dB,-1.75605935460572e+00°)
4.80839348449685e+00	(-3.93727585062159e+02dB,-1.76013445842762e+00°)
4.81947797625083e+00	(-3.93647594571432e+02dB,-1.76421888708572e+00°)
4.83058802039728e+00	(-3.93567604131945e+02dB,-1.76831266568396e+00°)
4.84172367584055e+00	(-3.93487613733212e+02dB,-1.77241581333022e+00°)
4.85288500162076e+00	(-3.93407623374314e+02dB,-1.77652835008270e+00°)
4.86407205691417e+00	(-3.93327633064007e+02dB,-1.78065030095784e+00°)
4.87528490103341e+00	(-3.93247642800405e+02dB,-1.78478168706032e+00°)
4.88652359342789e+00	(-3.93167652579636e+02dB,-1.78892252968344e+00°)
4.89778819368401e+00	(-3.93087662398917e+02dB,-1.79307284798909e+00°)
4.90907876152558e+00	(-3.93007672267196e+02dB,-1.79723266966273e+00°)
4.92039535681405e+00	(-3.92927682182778e+02dB,-1.80140201349918e+00°)
4.93173803954890e+00	(-3.92847692146709e+02dB,-1.80558090115938e+00°)
4.94310686986790e+00	(-3.92767702151155e+02dB,-1.80976935578407e+00°)
4.95450190804744e+00	(-3.92687712208984e+02dB,-1.81396739927254e+00°)
4.96592321450290e+00	(-3.92607722308393e+02dB,-1.81817505396353e+00°)
4.97737084978890e+00	(-3.92527732452166e+02dB,-1.82239234100156e+00°)
4.98884487459966e+00	(-3.92447742641282e+02dB,-1.82661928396788e+00°)
5.00034534976932e+00	(-3.92367752875561e+02dB,-1.83085590280212e+00°)
5.01187233627226e+00	(-3.92287763168002e+02dB,-1.83510222561059e+00°)
5.02342589522340e+00	(-3.92207773501642e+02dB,-1.83935826910937e+00°)
5.03500608787858e+00	(-3.92127783883183e+02dB,-1.84362405817026e+00°)
5.04661297563481e+00	(-3.92047794317935e+02dB,-1.84789961590772e+00°)
5.05824662003067e+00	(-3.91967804795082e+02dB,-1.85218496385643e+00°)
5.06990708274657e+00	(-3.91887815321704e+02dB,-1.85648012426902e+00°)
5.08159442560513e+00	(-3.91807825894356e+02dB,-1.86078512099417e+00°)
5.09330871057148e+00	(-3.91727836519503e+02dB,-1.86509997575717e+00°)
5.10504999975359e+00	(-3.91647847190121e+02dB,-1.86942471177153e+00°)
5.11681835540260e+00	(-3.91567857908023e+02dB,-1.87375935316220e+00°)
5.12861383991317e+00	(-3.91487868679863e+02dB,-1.87810392163900e+00°)
5.14043651582378e+00	(-3.91407879504939e+02dB,-1.88245844050939e+00°)
5.15228644581708e+00	(-3.91327890372135e+02dB,-1.88682293387235e+00°)
5.16416369272023e+00	(-3.91247901293370e+02dB,-1.89119742123738e+00°)
5.17606831950519e+00	(-3.91167912264870e+02dB,-1.89558193036839e+00°)
5.18800038928913e+00	(-3.91087923286447e+02dB,-1.89997647997403e+00°)
5.19995996533467e+00	(-3.91007934361822e+02dB,-1.90438109822932e+00°)
5.21194711105032e+00	(-3.90927945489289e+02dB,-1.90879580378758e+00°)
5.22396188999071e+00	(-3.90847956664370e+02dB,-1.91322062239121e+00°)
5.23600436585701e+00	(-3.90767967892173e+02dB,-1.91765557773483e+00°)
5.24807460249723e+00	(-3.90687979172125e+02dB,-1.92210069306175e+00°)
5.26017266390657e+00	(-3.90607990502693e+02dB,-1.92655599019875e+00°)
5.27229861422773e+00	(-3.90528001885641e+02dB,-1.93102149405688e+00°)
5.28445251775131e+00	(-3.90448013317217e+02dB,-1.93549722864940e+00°)
5.29663443891608e+00	(-3.90368024803660e+02dB,-1.93998321598135e+00°)
5.30884444230938e+00	(-3.90288036352157e+02dB,-1.94447948325674e+00°)
5.32108259266744e+00	(-3.90208047946200e+02dB,-1.94898605188432e+00°)
5.33334895487571e+00	(-3.90128059591806e+02dB,-1.95350294416264e+00°)
5.34564359396921e+00	(-3.90048071295868e+02dB,-1.95803018518530e+00°)
5.35796657513291e+00	(-3.89968083054377e+02dB,-1.96256779968276e+00°)
5.37031796370202e+00	(-3.89888094865593e+02dB,-1.96711581343506e+00°)
5.38269782516237e+00	(-3.89808106732352e+02dB,-1.97167424625794e+00°)
5.39510622515077e+00	(-3.89728118646947e+02dB,-1.97624312331084e+00°)
5.40754322945530e+00	(-3.89648130622600e+02dB,-1.98082247244906e+00°)
5.42000890401573e+00	(-3.89568142649623e+02dB,-1.98541231461942e+00°)
5.43250331492382e+00	(-3.89488154736763e+02dB,-1.99001267230460e+00°)
5.44502652842370e+00	(-3.89408166877999e+02dB,-1.99462357389225e+00°)
5.45757861091219e+00	(-3.89328179070187e+02dB,-1.99924504341685e+00°)
5.47015962893920e+00	(-3.89248191326342e+02dB,-2.00387710148478e+00°)
5.48276964920802e+00	(-3.89168203640224e+02dB,-2.00851977884153e+00°)
5.49540873857572e+00	(-3.89088216003730e+02dB,-2.01317309312030e+00°)
5.50807696405351e+00	(-3.89008228429409e+02dB,-2.01783707306807e+00°)
5.52077439280705e+00	(-3.88928240912837e+02dB,-2.02251174399146e+00°)
5.53350109215684e+00	(-3.88848253446207e+02dB,-2.02719712475861e+00°)
5.54625712957858e+00	(-3.88768266046615e+02dB,-2.03189324938177e+00°)
5.55904257270351e+00	(-3.88688278700925e+02dB,-2.03660013522950e+00°)
5.57185748931877e+00	(-3.88608291415735e+02dB,-2.04131781081136e+00°)
5.58470194736778e+00	(-3.88528304187321e+02dB,-2.04604630069294e+00°)
5.59757601495057e+00	(-3.88448317008508e+02dB,-2.05078562555498e+00°)
5.61047976032417e+00	(-3.88368329904529e+02dB,-2.05553581640549e+00°)
5.62341325190295e+00	(-3.88288342853866e+02dB,-2.06029689777809e+00°)
5.63637655825901e+00	(-3.88208355862701e+02dB,-2.06506889108320e+00°)
5.64936974812249e+00	(-3.88128368932923e+02dB,-2.06985182291238e+00°)
5.66239289038199e+00	(-3.88048382062904e+02dB,-2.07464572046086e+00°)
5.67544605408493e+00	(-3.87968395251017e+02dB,-2.07945060728685e+00°)
5.68852930843787e+00	(-3.87888408496144e+02dB,-2.08426650946752e+00°)
5.70164272280693e+00	(-3.87808421809232e+02dB,-2.08909345220483e+00°)
5.71478636671812e+00	(-3.87728435191556e+02dB,-2.09393146277716e+00°)
5.72796030985774e+00	(-3.87648448622360e+02dB,-2.09878056357227e+00°)
5.74116462207272e+00	(-3.87568462116197e+02dB,-2.10364078167932e+00°)
5.75439937337102e+00	(-3.87488475682398e+02dB,-2.10851214486745e+00°)
5.76766463392195e+00	(-3.87408489299781e+02dB,-2.11339467543948e+00°)
5.78096047405663e+00	(-3.87328502988427e+02dB,-2.11828840130822e+00°)
5.79428696426825e+00	(-3.87248516733969e+02dB,-2.12319334637048e+00°)
5.80764417521256e+00	(-3.87168530545708e+02dB,-2.12810953983509e+00°)
5.82103217770815e+00	(-3.87088544418267e+02dB,-2.13303700388506e+00°)
5.83445104273689e+00	(-3.87008558367741e+02dB,-2.13797577000169e+00°)
5.84790084144424e+00	(-3.86928572369532e+02dB,-2.14292585744978e+00°)
5.86138164513972e+00	(-3.86848586429254e+02dB,-2.14788729597213e+00°)
5.87489352529720e+00	(-3.86768600562606e+02dB,-2.15286011229014e+00°)
5.88843655355532e+00	(-3.86688614761751e+02dB,-2.15784433202921e+00°)
5.90201080171787e+00	(-3.86608629027917e+02dB,-2.16283998370078e+00°)
5.91561634175417e+00	(-3.86528643355015e+02dB,-2.16784708882706e+00°)
5.92925324579943e+00	(-3.86448657753962e+02dB,-2.17286567697850e+00°)
5.94292158615515e+00	(-3.86368672215341e+02dB,-2.17789577395197e+00°)
5.95662143528953e+00	(-3.86288686747665e+02dB,-2.18293740942100e+00°)
5.97035286583779e+00	(-3.86208701338389e+02dB,-2.18799060442238e+00°)
5.98411595060262e+00	(-3.86128716002867e+02dB,-2.19305538801871e+00°)
5.99791076255451e+00	(-3.86048730736571e+02dB,-2.19813178991077e+00°)
6.01173737483220e+00	(-3.85968745532259e+02dB,-2.20321983212708e+00°)
6.02559586074299e+00	(-3.85888760400174e+02dB,-2.20831954676367e+00°)
6.03948629376321e+00	(-3.85808775337581e+02dB,-2.21343095497812e+00°)
6.05340874753855e+00	(-3.85728790336237e+02dB,-2.21855408879358e+00°)
6.06736329588446e+00	(-3.85648805413129e+02dB,-2.22368897419261e+00°)
6.08135001278659e+00	(-3.85568820559205e+02dB,-2.22883563427078e+00°)
6.09536897240110e+00	(-3.85488835774462e+02dB,-2.23399410194983e+00°)
6.10942024905512e+00	(-3.85408851055853e+02dB,-2.23916440021442e+00°)
6.12350391724714e+00	(-3.85328866410123e+02dB,-2.24434656114158e+00°)
6.13762005164734e+00	(-3.85248881837826e+02dB,-2.24954060544977e+00°)
6.15176872709808e+00	(-3.85168897327896e+02dB,-2.25474656652511e+00°)
6.16595001861422e+00	(-3.85088912900937e+02dB,-2.25996446993010e+00°)
6.18016400138355e+00	(-3.85008928544775e+02dB,-2.26519434233952e+00°)
6.19441075076721e+00	(-3.84928944249967e+02dB,-2.27043620930364e+00°)
6.20869034230003e+00	(-3.84848960037447e+02dB,-2.27569010456085e+00°)
6.22300285169098e+00	(-3.84768975890271e+02dB,-2.28095604933337e+00°)
6.23734835482358e+00	(-3.84688991822669e+02dB,-2.28623407719104e+00°)
6.25172692775624e+00	(-3.84609007830064e+02dB,-2.29152421560371e+00°)
6.26613864672274e+00	(-3.84529023901697e+02dB,-2.29682648574458e+00°)
6.28058358813256e+00	(-3.84449040054911e+02dB,-2.30214092282834e+00°)
6.29506182857136e+00	(-3.84369056281075e+02dB,-2.30746754966668e+00°)
6.30957344480131e+00	(-3.84289072581942e+02dB,-2.31280640038530e+00°)
6.32411851376157e+00	(-3.84209088957088e+02dB,-2.31815749687334e+00°)
6.33869711256864e+00	(-3.84129105404602e+02dB,-2.32352087118950e+00°)
6.35330931851681e+00	(-3.84049121937657e+02dB,-2.32889655297601e+00°)
6.36795520907853e+00	(-3.83969138545695e+02dB,-2.33428456977937e+00°)
6.38263486190486e+00	(-3.83889155223989e+02dB,-2.33968494566086e+00°)
6.39734835482585e+00	(-3.83809171980736e+02dB,-2.34509771218832e+00°)
6.41209576585098e+00	(-3.83729188814941e+02dB,-2.35052289827783e+00°)
6.42687717316956e+00	(-3.83649205732505e+02dB,-2.35596053551576e+00°)
6.44169265515114e+00	(-3.83569222718030e+02dB,-2.36141064721031e+00°)
6.45654229034592e+00	(-3.83489239784515e+02dB,-2.36687326498455e+00°)
6.47142615748519e+00	(-3.83409256938091e+02dB,-2.37234841871196e+00°)
6.48634433548174e+00	(-3.83329274165724e+02dB,-2.37783613470356e+00°)
6.50129690343026e+00	(-3.83249291461009e+02dB,-2.38333644016447e+00°)
6.51628394060778e+00	(-3.83169308854802e+02dB,-2.38884937191077e+00°)
6.53130552647408e+00	(-3.83089326317320e+02dB,-2.39437495161185e+00°)
6.54636174067210e+00	(-3.83009343871458e+02dB,-2.39991321190948e+00°)
6.56145266302840e+00	(-3.82929361497526e+02dB,-2.40546418204878e+00°)
6.57657837355355e+00	(-3.82849379197455e+02dB,-2.41102788754960e+00°)
6.59173895244256e+00	(-3.82769396991408e+02dB,-2.41660436380157e+00°)
6.60693448007530e+00	(-3.82689414871891e+02dB,-2.42219363826909e+00°)
6.62216503701696e+00	(-3.82609432820639e+02dB,-2.42779573775316e+00°)
6.63743070401843e+00	(-3.82529450866372e+02dB,-2.43341069411392e+00°)
6.65273156201675e+00	(-3.82449468979665e+02dB,-2.43903853491798e+00°)
6.66806769213556e+00	(-3.82369487190496e+02dB,-2.44467929415733e+00°)
6.68343917568548e+00	(-3.82289505481556e+02dB,-2.45033299790061e+00°)
6.69884609416460e+00	(-3.82209523851397e+02dB,-2.45599967532898e+00°)
6.71428852925885e+00	(-3.82129542316974e+02dB,-2.46167936265116e+00°)
6.72976656284251e+00	(-3.82049560857202e+02dB,-2.46737208067338e+00°)
6.74528027697855e+00	(-3.81969579482035e+02dB,-2.47307786510545e+00°)
6.76082975391914e+00	(-3.81889598201333e+02dB,-2.47879674783144e+00°)
6.77641507610607e+00	(-3.81809617000720e+02dB,-2.48452875082058e+00°)
6.79203632617117e+00	(-3.81729635886626e+02dB,-2.49027391322137e+00°)
6.80769358693673e+00	(-3.81649654861770e+02dB,-2.49603226392013e+00°)
6.82338694141601e+00	(-3.81569673928574e+02dB,-2.50180383013583e+00°)
6.83911647281361e+00	(-3.81489693076388e+02dB,-2.50758864098064e+00°)
6.85488226452593e+00	(-3.81409712316779e+02dB,-2.51338673470555e+00°)
6.87068440014163e+00	(-3.81329731644223e+02dB,-2.51919813441826e+00°)
